-0.51	1	1500	0	0	0	
-0.5075	1	1500	0	0	0	
-0.505	1	1500	0	0	0	
-0.5025	1	1500	0	0	0	
-0.5	1	1500	0	0	0	
-0.4975	1	1500	0	0	0	
-0.495	1	1500	0	0	0	
-0.4925	1	1500	0	0	0	
-0.49	1	1500	0	0	0	
-0.4875	1	1500	0	0	0	
-0.485	1	1500	0	0	0	
-0.4825	1	1500	0	0	0	
-0.48	1	1500	0	0	0	
-0.4775	1	1500	0	0	0	
-0.475	1	1500	0	0	0	
-0.4725	1	1500	0	0	0	
-0.47	1	1500	0	0	0	
-0.4675	1	1500	0	0	0	
-0.465	1	1500	0	0	0	
-0.4625	1	1500	0	0	0	
-0.46	1	1500	0	0	0	
-0.4575	1	1500	0	0	0	
-0.455	1	1500	0	0	0	
-0.4525	1	1500	0	0	0	
-0.45	1	1500	0	0	0	
-0.4475	1	1500	0	0	0	
-0.445	1	1500	0	0	0	
-0.4425	1	1500	0	0	0	
-0.44	1	1500	0	0	0	
-0.4375	1	1500	0	0	0	
-0.435	1	1500	0	0	0	
-0.4325	1	1500	0	0	0	
-0.43	1	1500	0	0	0	
-0.4275	1	1500	0	0	0	
-0.425	1	1500	0	0	0	
-0.4225	1	1500	0	0	0	
-0.42	1	1500	0	0	0	
-0.4175	1	1500	5.68434e-14	0	0	
-0.415	1	1500	1.53477e-13	0	0	
-0.4125	1	1500	1.0175e-12	0	0	
-0.41	1	1500	3.21734e-12	0	0	
-0.4075	1	1500	1.2426e-11	0	0	
-0.405	1	1500	3.3765e-11	0	0	
-0.4025	1	1500	1.04905e-10	0	0	
-0.4	1	1500	3.05164e-10	0	0	
-0.3975	1	1500	8.91322e-10	0	0	
-0.395	1	1500	2.55184e-09	0	0	
-0.3925	1	1500	7.25277e-09	0	0	
-0.39	1	1500	2.04123e-08	0	0	
-0.3875	1	1500	5.68121e-08	0	0	
-0.385	1	1500	1.574e-07	0	0	
-0.3825	1	1500	4.29301e-07	0	0	
-0.38	1	1500	1.16482e-06	0	0	
-0.3775	1	1500	3.1195e-06	0	0	
-0.375	1	1500	8.27705e-06	0	0	
-0.3725	1	1500	2.17128e-05	0	0	
-0.37	1	1500	5.63427e-05	0	0	
-0.3675	1	1500	0.000144469	0	0	
-0.365	1	1500	0.00036612	0	0	
-0.3625	1	1500	0.000915884	0	0	
-0.36	0.999999	1500	0.00226175	0	0	
-0.3575	0.999997	1499.99	0.00550658	0	0	
-0.355	0.999994	1499.98	0.0132116	0	0	
-0.3525	0.999985	1499.96	0.0311814	0	0	
-0.35	0.999965	1499.91	0.0722765	0	0	
-0.3475	0.999919	1499.8	0.16498	0	0	
-0.345	0.999818	1499.54	0.372067	0	0	
-0.3425	0.999603	1499.01	0.811254	0	0	
-0.34	0.99918	1497.95	1.674	0	0	
-0.3375	0.998364	1495.91	3.33588	0	0	
-0.335	0.996677	1491.71	6.76523	0	0	
-0.3325	0.992942	1482.44	14.3258	0	0	
-0.33	0.986035	1465.42	28.1758	0	0	
-0.3275	0.975752	1440.38	48.4958	0	0	
-0.325	0.96266	1409.01	73.8475	0	0	
-0.3225	0.947709	1373.88	102.083	0	0	
-0.32	0.931845	1337.42	131.203	0	0	
-0.3175	0.915783	1301.37	159.803	0	0	
-0.315	0.899965	1266.71	187.096	0	0	
-0.3125	0.884622	1233.91	212.738	0	0	
-0.31	0.869858	1203.1	236.639	0	0	
-0.3075	0.855708	1174.27	258.83	0	0	
-0.305	0.842174	1147.33	279.397	0	0	
-0.3025	0.829244	1122.18	298.447	0	0	
-0.3	0.816892	1098.69	316.092	0	0	
-0.2975	0.805093	1076.75	332.444	0	0	
-0.295	0.793818	1056.22	347.608	0	0	
-0.2925	0.783037	1037	361.686	0	0	
-0.29	0.772722	1018.99	374.767	0	0	
-0.2875	0.762845	1002.09	386.936	0	0	
-0.285	0.753381	986.211	398.27	0	0	
