-0.51	1	1500	0	0	0	
-0.5075	1	1500	0	0	0	
-0.505	1	1500	0	0	0	
-0.5025	1	1500	0	0	0	
-0.5	1	1500	0	0	0	
-0.4975	1	1500	0	0	0	
-0.495	1	1500	0	0	0	
-0.4925	1	1500	0	0	0	
-0.49	1	1500	0	0	0	
-0.4875	1	1500	0	0	0	
-0.485	1	1500	0	0	0	
-0.4825	1	1500	0	0	0	
-0.48	1	1500	0	0	0	
-0.4775	1	1500	0	0	0	
-0.475	1	1500	0	0	0	
-0.4725	1	1500	0	0	0	
-0.47	1	1500	0	0	0	
-0.4675	1	1500	0	0	0	
-0.465	1	1500	0	0	0	
-0.4625	1	1500	0	0	0	
-0.46	1	1500	0	0	0	
-0.4575	1	1500	0	0	0	
-0.455	1	1500	0	0	0	
-0.4525	1	1500	0	0	0	
-0.45	1	1500	0	0	0	
-0.4475	1	1500	0	0	0	
-0.445	1	1500	0	0	0	
-0.4425	1	1500	0	0	0	
-0.44	1	1500	0	0	0	
-0.4375	1	1500	0	0	0	
-0.435	1	1500	0	0	0	
-0.4325	1	1500	0	0	0	
-0.43	1	1500	0	0	0	
-0.4275	1	1500	0	0	0	
-0.425	1	1500	0	0	0	
-0.4225	1	1500	0	0	0	
-0.42	1	1500	0	0	0	
-0.4175	1	1500	0	0	0	
-0.415	1	1500	0	0	0	
-0.4125	1	1500	0	0	0	
-0.41	1	1500	0	0	0	
-0.4075	1	1500	0	0	0	
-0.405	1	1500	0	0	0	
-0.4025	1	1500	0	0	0	
-0.4	1	1500	0	0	0	
-0.3975	1	1500	0	0	0	
-0.395	1	1500	1.59098e-17	0	0	
-0.3925	1	1500	1.18187e-16	0	0	
-0.39	1	1500	5.77298e-16	0	0	
-0.3875	1	1500	1.95236e-15	0	0	
-0.385	1	1500	6.60938e-15	0	0	
-0.3825	1	1500	1.99645e-14	0	0	
-0.38	1	1500	6.17573e-14	0	0	
-0.3775	1	1500	1.80969e-13	0	0	
-0.375	1	1500	5.32123e-13	0	0	
-0.3725	1	1500	1.54818e-12	0	0	
-0.37	1	1500	4.40354e-12	0	0	
-0.3675	1	1500	1.26176e-11	0	0	
-0.365	1	1500	3.53597e-11	0	0	
-0.3625	1	1500	9.86853e-11	0	0	
-0.36	1	1500	2.7246e-10	0	0	
-0.3575	1	1500	7.43036e-10	0	0	
-0.355	1	1500	2.00806e-09	0	0	
-0.3525	1	1500	5.36127e-09	0	0	
-0.35	1	1500	1.4162e-08	0	0	
-0.3475	1	1500	3.69483e-08	0	0	
-0.345	1	1500	9.52724e-08	0	0	
-0.3425	1	1500	2.42461e-07	0	0	
-0.34	0.999999	1500	6.09e-07	0	0	
-0.3375	0.999998	1500	1.50832e-06	0	0	
-0.335	0.999995	1499.99	3.68039e-06	0	0	
-0.3325	0.999989	1499.97	8.84012e-06	0	0	
-0.33	0.999974	1499.94	2.08576e-05	0	0	
-0.3275	0.999941	1499.85	4.83342e-05	0	0	
-0.325	0.999865	1499.66	0.000110464	0	0	
-0.3225	0.999697	1499.24	0.000247231	0	0	
-0.32	0.999354	1498.39	0.000527463	0	0	
-0.3175	0.998686	1496.72	0.0010731	0	0	
-0.315	0.997352	1493.39	0.00216441	0	0	
-0.3125	0.994389	1486	0.00459363	0	0	
-0.31	0.988347	1470.99	0.00956725	0	0	
-0.3075	0.978566	1446.82	0.0176856	0	0	
-0.305	0.965336	1414.37	0.0287991	0	0	
-0.3025	0.949549	1376.04	0.0422674	0	0	
-0.3	0.932258	1334.54	0.0572888	0	0	
-0.2975	0.914346	1292.08	0.0731608	0	0	
-0.295	0.896407	1250.1	0.0893905	0	0	
-0.2925	0.878778	1209.39	0.105683	0	0	
-0.29	0.861625	1170.3	0.12188	0	0	
-0.2875	0.845021	1132.95	0.137899	0	0	
-0.285	0.828992	1097.36	0.153699	0	0	
